2026-03-30 17:07:59,822 - __main__ - INFO - 📝 日志文件：/home/yangv/AI-Trader-Intraday/data/logs/trader_2026-03-30_intraday.log
2026-03-30 17:07:59,822 - __main__ - INFO - 🚀 AI-Trader-Intraday 启动 | 模式：intraday | 日期：2026-03-30
2026-03-30 17:07:59,822 - __main__ - INFO - ======================================================================
2026-03-30 17:07:59,822 - __main__ - INFO - 📊 盘中决策模式
2026-03-30 17:07:59,822 - __main__ - INFO - ======================================================================
2026-03-30 17:07:59,823 - src.monitor.performance_logger - INFO - 📝 日志初始化完成：2026-03-30
2026-03-30 17:09:46,340 - __main__ - INFO - 📝 日志文件：/home/yangv/AI-Trader-Intraday/data/logs/trader_2026-03-30_intraday.log
2026-03-30 17:09:46,340 - __main__ - INFO - 🚀 AI-Trader-Intraday 启动 | 模式：intraday | 日期：2026-03-30
2026-03-30 17:09:46,340 - __main__ - INFO - ======================================================================
2026-03-30 17:09:46,340 - __main__ - INFO - 📊 盘中决策模式
2026-03-30 17:09:46,340 - __main__ - INFO - ======================================================================
2026-03-30 17:09:46,340 - src.monitor.performance_logger - INFO - 📝 日志初始化完成：2026-03-30
2026-03-30 17:09:46,343 - src.monitor.performance_logger - INFO - 📝 日志初始化完成：2026-03-30
2026-03-30 17:09:46,357 - src.monitor.performance_logger - INFO - 📝 日志初始化完成：2026-03-30
2026-03-30 17:09:46,357 - src.data_prep.build_daily_pool - INFO - ✅ 解析: AAPL | ref=5-min | momentum=2/4
2026-03-30 17:09:46,357 - src.data_prep.build_daily_pool - INFO - ✅ 解析: MSFT | ref=1-hour | momentum=2/4
2026-03-30 17:09:46,357 - src.data_prep.build_daily_pool - INFO - ✅ 解析: TSLA | ref=5-min | momentum=2/4
2026-03-30 17:09:46,357 - src.data_prep.build_daily_pool - INFO - ✅ 解析: NVDA | ref=1-day | momentum=2/4
2026-03-30 17:09:46,358 - src.data_prep.build_daily_pool - INFO - ✅ 解析: AMD | ref=1-hour | momentum=2/4
2026-03-30 17:09:46,358 - src.data_prep.build_daily_pool - INFO - ✅ 解析: GOOGL | ref=1-day | momentum=1/4
2026-03-30 17:09:46,358 - src.data_prep.build_daily_pool - INFO - ✅ 解析: META | ref=1-hour | momentum=1/4
2026-03-30 17:09:46,358 - src.data_prep.build_daily_pool - INFO - ✅ 解析: NFLX | ref=5-min | momentum=1/4
2026-03-30 17:09:46,358 - src.data_prep.build_daily_pool - INFO - ✅ 解析: AMZN | ref=1-day | momentum=2/4
2026-03-30 17:09:46,358 - src.data_prep.build_daily_pool - INFO - 📋 资产池加载完成: 9 只股票
2026-03-30 17:09:46,358 - __main__ - INFO - 📂 加载盘前缓存：/home/yangv/AI-Trader-Intraday/cache/context_20260330.json
2026-03-30 17:09:46,358 - __main__ - INFO - 
======================================================================
2026-03-30 17:09:46,358 - __main__ - INFO - 🔄 决策循环 1 | 时间：17:09:46
2026-03-30 17:09:46,359 - __main__ - INFO - ======================================================================
2026-03-30 17:09:46,359 - __main__ - INFO - 📡 更新 intraday 数据库...
2026-03-30 17:09:46,359 - src.data_prep.update_intraday - INFO - 🚀 开始更新 intraday 数据库
2026-03-30 17:09:46,359 - ib_insync.client - INFO - Connecting to 127.0.0.1:4002 with clientId 23...
2026-03-30 17:09:46,360 - ib_insync.client - INFO - Connected
2026-03-30 17:09:46,388 - ib_insync.client - DEBUG - <<< 176,20260330 17:09:46 China Standard Time
2026-03-30 17:09:46,388 - ib_insync.client - DEBUG - >>> 71,2,23,
2026-03-30 17:09:46,388 - ib_insync.client - INFO - Logged on to server version 176
2026-03-30 17:09:46,399 - ib_insync.client - DEBUG - <<< 15,1,DUO842974
2026-03-30 17:09:46,442 - ib_insync.client - DEBUG - <<< 9,1,1
2026-03-30 17:09:46,442 - ib_insync.client - DEBUG - <<< 4,2,-1,2104,Market data farm connection is OK:usfarm,
2026-03-30 17:09:46,442 - ib_insync.wrapper - INFO - Warning 2104, reqId -1: Market data farm connection is OK:usfarm
2026-03-30 17:09:46,442 - ib_insync.client - DEBUG - <<< 4,2,-1,2106,HMDS data farm connection is OK:ushmds,
2026-03-30 17:09:46,442 - ib_insync.wrapper - INFO - Warning 2106, reqId -1: HMDS data farm connection is OK:ushmds
2026-03-30 17:09:46,442 - ib_insync.client - DEBUG - <<< 4,2,-1,2158,Sec-def data farm connection is OK:secdefil,
2026-03-30 17:09:46,442 - ib_insync.wrapper - INFO - Warning 2158, reqId -1: Sec-def data farm connection is OK:secdefil
2026-03-30 17:09:46,443 - ib_insync.client - INFO - API connection ready
2026-03-30 17:09:46,443 - ib_insync.client - DEBUG - >>> 61,1
2026-03-30 17:09:46,443 - ib_insync.client - DEBUG - >>> 5,1
2026-03-30 17:09:46,443 - ib_insync.client - DEBUG - >>> 99,0
2026-03-30 17:09:46,443 - ib_insync.client - DEBUG - >>> 6,2,1,DUO842974
2026-03-30 17:09:46,443 - ib_insync.client - DEBUG - >>> 76,1,1,DUO842974,,0
2026-03-30 17:09:46,446 - ib_insync.client - DEBUG - <<< 62,1
2026-03-30 17:09:46,544 - ib_insync.client - DEBUG - <<< 53,1
2026-03-30 17:09:46,646 - ib_insync.client - DEBUG - <<< 102
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccountCode,DUO842974,,DUO842974
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccountOrGroup,DUO842974,BASE,DUO842974
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccountOrGroup,DUO842974,USD,DUO842974
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccountReady,true,,DUO842974
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccountType,INDIVIDUAL,,DUO842974
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccruedCash,2262.38,BASE,DUO842974
2026-03-30 17:09:46,749 - ib_insync.client - DEBUG - <<< 6,2,AccruedCash,2262.38,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedCash-C,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedCash-P,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedCash-S,2262.38,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedDividend,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedDividend-C,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedDividend-P,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AccruedDividend-S,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AvailableFunds,1007859.01,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AvailableFunds-C,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AvailableFunds-P,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,AvailableFunds-S,1007859.01,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,Billable,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,Billable-C,0.00,USD,DUO842974
2026-03-30 17:09:46,750 - ib_insync.client - DEBUG - <<< 6,2,Billable-P,0.00,USD,DUO842974
